"id","date","no","sno","moment"
"14/032","18/03/2014","2+17+23+35+42+48","27","2014-03-18T00:00:00+08:00"
"14/031","15/03/2014","2+15+21+24+29+46","27","2014-03-15T00:00:00+08:00"
"14/030","13/03/2014","7+10+17+19+20+22","30","2014-03-13T00:00:00+08:00"
"14/029","11/03/2014","4+6+15+28+30+33","27","2014-03-11T00:00:00+08:00"
"14/028","08/03/2014","2+3+16+17+24+32","40","2014-03-08T00:00:00+08:00"
"14/027","06/03/2014","6+10+20+27+39+46","38","2014-03-06T00:00:00+08:00"
"14/026","04/03/2014","3+13+16+19+27+33","22","2014-03-04T00:00:00+08:00"
"14/025","02/03/2014","11+16+19+21+38+46","34","2014-03-02T00:00:00+08:00"
"14/024","27/02/2014","5+9+15+24+28+35","44","2014-02-27T00:00:00+08:00"
"14/023","25/02/2014","8+26+39+40+41+43","5","2014-02-25T00:00:00+08:00"
"14/022","22/02/2014","2+23+24+29+33+35","14","2014-02-22T00:00:00+08:00"
"14/021","20/02/2014","3+5+24+26+31+40","45","2014-02-20T00:00:00+08:00"
"14/020","18/02/2014","15+21+23+25+34+45","35","2014-02-18T00:00:00+08:00"
"14/019","15/02/2014","2+14+30+32+36+45","11","2014-02-15T00:00:00+08:00"
"14/018","13/02/2014","19+23+25+40+46+49","30","2014-02-13T00:00:00+08:00"
"14/017","11/02/2014","7+10+24+25+27+29","19","2014-02-11T00:00:00+08:00"
"14/016","09/02/2014","20+21+35+37+47+48","14","2014-02-09T00:00:00+08:00"
"14/015","06/02/2014","26+27+32+33+37+45","39","2014-02-06T00:00:00+08:00"
"14/014","04/02/2014","11+13+15+39+48+49","37","2014-02-04T00:00:00+08:00"
"14/013","30/01/2014","2+3+4+16+26+36","45","2014-01-30T00:00:00+08:00"
"14/012","28/01/2014","4+20+27+30+31+37","18","2014-01-28T00:00:00+08:00"
"14/011","25/01/2014","5+20+37+38+43+48","6","2014-01-25T00:00:00+08:00"
"14/010","23/01/2014","4+5+18+21+27+31","7","2014-01-23T00:00:00+08:00"
"14/009","21/01/2014","8+20+23+34+37+49","44","2014-01-21T00:00:00+08:00"
"14/008","18/01/2014","3+17+18+26+28+44","38","2014-01-18T00:00:00+08:00"
"14/007","16/01/2014","9+15+16+17+18+37","33","2014-01-16T00:00:00+08:00"
"14/006","14/01/2014","9+11+27+31+33+34","21","2014-01-14T00:00:00+08:00"
"14/005","12/01/2014","3+16+36+39+42+44","17","2014-01-12T00:00:00+08:00"
"14/004","09/01/2014","4+15+16+28+39+45","25","2014-01-09T00:00:00+08:00"
"14/003","07/01/2014","9+16+30+31+38+41","46","2014-01-07T00:00:00+08:00"
"14/002","04/01/2014","6+16+31+32+44+49","43","2014-01-04T00:00:00+08:00"
"14/001","02/01/2014","1+36+38+43+46+49","21","2014-01-02T00:00:00+08:00"
"13/152","31/12/2013","7+9+12+40+42+44","14","2013-12-31T00:00:00+08:00"
"13/151","28/12/2013","4+9+20+32+42+43","5","2013-12-28T00:00:00+08:00"
"13/150","25/12/2013","4+21+25+45+47+49","6","2013-12-25T00:00:00+08:00"
"13/149","22/12/2013","12+13+18+41+43+49","39","2013-12-22T00:00:00+08:00"
"13/148","19/12/2013","4+14+31+39+43+47","27","2013-12-19T00:00:00+08:00"
"13/147","17/12/2013","1+8+15+19+20+33","47","2013-12-17T00:00:00+08:00"
"13/146","14/12/2013","6+14+15+38+46+49","29","2013-12-14T00:00:00+08:00"
"13/145","12/12/2013","10+19+24+28+31+34","27","2013-12-12T00:00:00+08:00"
"13/144","10/12/2013","1+8+17+30+36+46","16","2013-12-10T00:00:00+08:00"
"13/143","07/12/2013","5+18+24+26+41+44","20","2013-12-07T00:00:00+08:00"
"13/142","05/12/2013","1+16+17+19+26+46","29","2013-12-05T00:00:00+08:00"
"13/141","03/12/2013","1+17+24+29+39+40","21","2013-12-03T00:00:00+08:00"
"13/140","30/11/2013","2+15+19+34+42+45","14","2013-11-30T00:00:00+08:00"
"13/139","28/11/2013","3+6+21+33+34+43","9","2013-11-28T00:00:00+08:00"
"13/138","26/11/2013","9+10+12+31+34+44","18","2013-11-26T00:00:00+08:00"
"13/137","23/11/2013","3+18+20+21+30+41","13","2013-11-23T00:00:00+08:00"
"13/136","21/11/2013","3+6+8+23+25+49","4","2013-11-21T00:00:00+08:00"
"13/135","19/11/2013","12+27+35+44+47+49","36","2013-11-19T00:00:00+08:00"
"13/134","16/11/2013","1+8+17+32+39+43","48","2013-11-16T00:00:00+08:00"
"13/133","14/11/2013","3+8+10+25+29+34","32","2013-11-14T00:00:00+08:00"
"13/132","12/11/2013","18+19+21+28+47+49","46","2013-11-12T00:00:00+08:00"
"13/131","10/11/2013","13+31+32+35+39+42","16","2013-11-10T00:00:00+08:00"
"13/130","07/11/2013","4+9+14+26+30+42","21","2013-11-07T00:00:00+08:00"
"13/129","05/11/2013","4+22+25+37+38+42","20","2013-11-05T00:00:00+08:00"
"13/128","02/11/2013","8+18+19+29+31+34","36","2013-11-02T00:00:00+08:00"
"13/127","31/10/2013","2+9+29+43+46+47","21","2013-10-31T00:00:00+08:00"
"13/126","29/10/2013","1+20+22+25+34+47","17","2013-10-29T00:00:00+08:00"
"13/125","26/10/2013","6+15+30+38+47+48","40","2013-10-26T00:00:00+08:00"
"13/124","24/10/2013","9+10+22+24+43+44","30","2013-10-24T00:00:00+08:00"
"13/123","22/10/2013","5+9+34+36+41+49","26","2013-10-22T00:00:00+08:00"
"13/122","19/10/2013","1+10+31+41+44+47","18","2013-10-19T00:00:00+08:00"
"13/121","17/10/2013","1+11+24+35+44+45","49","2013-10-17T00:00:00+08:00"
"13/120","15/10/2013","4+20+27+33+41+46","12","2013-10-15T00:00:00+08:00"
"13/119","13/10/2013","24+28+35+37+42+48","38","2013-10-13T00:00:00+08:00"
"13/118","10/10/2013","8+9+11+16+17+38","20","2013-10-10T00:00:00+08:00"
"13/117","08/10/2013","1+3+6+7+15+27","30","2013-10-08T00:00:00+08:00"
"13/116","05/10/2013","4+6+9+29+31+36","20","2013-10-05T00:00:00+08:00"
"13/115","03/10/2013","14+17+26+32+35+41","15","2013-10-03T00:00:00+08:00"
"13/114","30/09/2013","1+11+29+40+43+44","4","2013-09-30T00:00:00+08:00"
"13/113","28/09/2013","33+39+40+43+48+49","34","2013-09-28T00:00:00+08:00"
"13/112","26/09/2013","3+6+7+9+11+28","34","2013-09-26T00:00:00+08:00"
"13/111","24/09/2013","13+25+26+29+30+39","19","2013-09-24T00:00:00+08:00"
"13/110","21/09/2013","22+25+35+36+39+47","31","2013-09-21T00:00:00+08:00"
"13/109","19/09/2013","3+15+18+26+45+49","41","2013-09-19T00:00:00+08:00"
"13/108","16/09/2013","17+22+31+39+45+47","49","2013-09-16T00:00:00+08:00"
"13/107","14/09/2013","6+21+29+39+40+47","33","2013-09-14T00:00:00+08:00"
"13/106","12/09/2013","1+14+26+28+31+48","36","2013-09-12T00:00:00+08:00"
"13/105","10/09/2013","8+12+19+39+48+49","17","2013-09-10T00:00:00+08:00"
"13/104","07/09/2013","7+10+17+18+28+30","6","2013-09-07T00:00:00+08:00"
"13/103","05/09/2013","1+7+22+28+29+49","37","2013-09-05T00:00:00+08:00"
"13/102","03/09/2013","21+25+26+33+35+39","17","2013-09-03T00:00:00+08:00"
"13/101","31/08/2013","3+6+17+18+42+43","36","2013-08-31T00:00:00+08:00"
"13/100","29/08/2013","24+25+28+35+38+47","16","2013-08-29T00:00:00+08:00"
"13/099","27/08/2013","9+14+29+30+32+36","20","2013-08-27T00:00:00+08:00"
"13/098","24/08/2013","3+6+10+14+15+20","33","2013-08-24T00:00:00+08:00"
"13/097","22/08/2013","1+16+25+33+41+49","46","2013-08-22T00:00:00+08:00"
"13/096","20/08/2013","13+14+15+31+46+48","36","2013-08-20T00:00:00+08:00"
"13/095","17/08/2013","9+14+30+31+32+49","1","2013-08-17T00:00:00+08:00"
"13/094","15/08/2013","10+16+22+26+31+42","23","2013-08-15T00:00:00+08:00"
"13/093","13/08/2013","1+6+31+41+42+49","44","2013-08-13T00:00:00+08:00"
"13/092","10/08/2013","3+10+20+30+41+44","31","2013-08-10T00:00:00+08:00"
"13/091","08/08/2013","13+15+23+25+26+29","9","2013-08-08T00:00:00+08:00"
"13/090","06/08/2013","4+11+15+19+32+44","42","2013-08-06T00:00:00+08:00"
"13/089","03/08/2013","5+6+12+23+38+39","48","2013-08-03T00:00:00+08:00"
"13/088","01/08/2013","6+8+10+19+20+22","42","2013-08-01T00:00:00+08:00"
"13/087","30/07/2013","8+12+31+33+42+44","49","2013-07-30T00:00:00+08:00"
"13/086","27/07/2013","1+3+7+22+28+36","21","2013-07-27T00:00:00+08:00"
"13/085","25/07/2013","20+23+27+32+34+49","30","2013-07-25T00:00:00+08:00"
"13/084","23/07/2013","6+8+17+22+28+32","20","2013-07-23T00:00:00+08:00"
"13/083","21/07/2013","3+17+20+26+33+47","34","2013-07-21T00:00:00+08:00"
"13/082","18/07/2013","14+18+28+32+36+46","44","2013-07-18T00:00:00+08:00"
"13/081","16/07/2013","3+18+19+20+37+47","25","2013-07-16T00:00:00+08:00"
"13/080","13/07/2013","7+14+18+23+32+46","42","2013-07-13T00:00:00+08:00"
"13/079","11/07/2013","14+26+28+38+39+45","8","2013-07-11T00:00:00+08:00"
"13/078","09/07/2013","1+4+15+38+40+46","49","2013-07-09T00:00:00+08:00"
"13/077","06/07/2013","6+9+27+29+43+47","17","2013-07-06T00:00:00+08:00"
"13/076","02/07/2013","7+19+28+33+43+45","13","2013-07-02T00:00:00+08:00"
"13/075","29/06/2013","1+3+4+26+34+37","14","2013-06-29T00:00:00+08:00"
"13/074","27/06/2013","16+34+37+42+47+48","17","2013-06-27T00:00:00+08:00"
"13/073","25/06/2013","17+20+29+35+38+40","22","2013-06-25T00:00:00+08:00"
"13/072","22/06/2013","23+25+34+40+42+46","39","2013-06-22T00:00:00+08:00"
"13/071","20/06/2013","11+14+16+29+31+46","30","2013-06-20T00:00:00+08:00"
"13/070","18/06/2013","9+22+23+31+45+47","39","2013-06-18T00:00:00+08:00"
"13/069","15/06/2013","9+14+27+29+42+45","44","2013-06-15T00:00:00+08:00"
"13/068","13/06/2013","3+11+26+32+35+43","1","2013-06-13T00:00:00+08:00"
"13/067","11/06/2013","1+14+21+35+39+40","5","2013-06-11T00:00:00+08:00"
"13/066","09/06/2013","15+18+22+24+42+44","28","2013-06-09T00:00:00+08:00"
"13/065","06/06/2013","10+16+20+28+32+48","30","2013-06-06T00:00:00+08:00"
"13/064","04/06/2013","9+17+26+36+40+48","2","2013-06-04T00:00:00+08:00"
"13/063","01/06/2013","1+23+27+36+45+49","7","2013-06-01T00:00:00+08:00"
"13/062","30/05/2013","15+17+22+27+36+46","23","2013-05-30T00:00:00+08:00"
"13/061","28/05/2013","1+4+5+6+9+25","27","2013-05-28T00:00:00+08:00"
"13/060","25/05/2013","3+8+10+25+26+40","38","2013-05-25T00:00:00+08:00"
"13/059","23/05/2013","12+24+27+45+47+49","6","2013-05-23T00:00:00+08:00"
"13/058","21/05/2013","11+12+16+18+23+31","36","2013-05-21T00:00:00+08:00"
"13/057","19/05/2013","4+14+24+30+43+48","34","2013-05-19T00:00:00+08:00"
"13/056","16/05/2013","7+18+27+32+42+48","17","2013-05-16T00:00:00+08:00"
"13/055","14/05/2013","2+11+16+19+44+47","27","2013-05-14T00:00:00+08:00"
"13/054","12/05/2013","1+6+11+16+20+25","22","2013-05-12T00:00:00+08:00"
"13/053","09/05/2013","12+14+15+16+22+34","13","2013-05-09T00:00:00+08:00"
"13/052","07/05/2013","5+9+14+24+29+37","36","2013-05-07T00:00:00+08:00"
"13/051","04/05/2013","1+10+29+40+44+49","33","2013-05-04T00:00:00+08:00"
"13/050","02/05/2013","1+5+28+31+44+46","14","2013-05-02T00:00:00+08:00"
"13/049","30/04/2013","4+18+24+30+31+49","36","2013-04-30T00:00:00+08:00"
"13/048","27/04/2013","4+7+16+23+26+28","9","2013-04-27T00:00:00+08:00"
"13/047","25/04/2013","14+15+17+22+38+48","19","2013-04-25T00:00:00+08:00"
"13/046","23/04/2013","7+20+23+29+35+41","6","2013-04-23T00:00:00+08:00"
"13/045","21/04/2013","9+10+15+33+40+49","48","2013-04-21T00:00:00+08:00"
"13/044","18/04/2013","4+5+14+17+22+39","9","2013-04-18T00:00:00+08:00"
"13/043","16/04/2013","11+15+21+27+38+43","48","2013-04-16T00:00:00+08:00"
"13/042","13/04/2013","8+16+29+40+46+47","18","2013-04-13T00:00:00+08:00"
"13/041","11/04/2013","11+18+20+24+29+49","2","2013-04-11T00:00:00+08:00"
"13/040","09/04/2013","2+3+25+28+35+43","39","2013-04-09T00:00:00+08:00"
"13/039","06/04/2013","10+12+16+29+41+48","25","2013-04-06T00:00:00+08:00"
"13/038","04/04/2013","2+7+11+15+17+27","4","2013-04-04T00:00:00+08:00"
"13/037","02/04/2013","2+4+9+31+33+46","5","2013-04-02T00:00:00+08:00"
"13/036","30/03/2013","4+6+19+25+34+43","17","2013-03-30T00:00:00+08:00"
"13/035","28/03/2013","12+17+31+38+44+45","43","2013-03-28T00:00:00+08:00"
"13/034","26/03/2013","10+15+26+35+40+44","11","2013-03-26T00:00:00+08:00"
"13/033","23/03/2013","6+9+17+25+33+42","27","2013-03-23T00:00:00+08:00"
"13/032","21/03/2013","1+4+13+22+39+42","34","2013-03-21T00:00:00+08:00"
"13/031","19/03/2013","3+12+15+28+29+34","8","2013-03-19T00:00:00+08:00"
"13/030","16/03/2013","6+9+31+41+45+47","18","2013-03-16T00:00:00+08:00"
"13/029","14/03/2013","3+4+15+16+17+46","12","2013-03-14T00:00:00+08:00"
"13/028","12/03/2013","13+15+17+30+38+45","4","2013-03-12T00:00:00+08:00"
"13/027","09/03/2013","9+18+24+34+40+43","28","2013-03-09T00:00:00+08:00"
"13/026","07/03/2013","8+9+24+35+39+41","2","2013-03-07T00:00:00+08:00"
"13/025","05/03/2013","4+6+8+35+36+43","5","2013-03-05T00:00:00+08:00"
"13/024","03/03/2013","7+8+26+31+35+39","37","2013-03-03T00:00:00+08:00"
"13/023","28/02/2013","10+11+23+26+28+30","17","2013-02-28T00:00:00+08:00"
"13/022","26/02/2013","1+4+15+16+18+36","21","2013-02-26T00:00:00+08:00"
"13/021","23/02/2013","12+19+23+30+35+36","15","2013-02-23T00:00:00+08:00"
"13/020","21/02/2013","11+14+21+22+32+49","7","2013-02-21T00:00:00+08:00"
"13/019","19/02/2013","5+18+19+32+40+44","34","2013-02-19T00:00:00+08:00"
"13/018","16/02/2013","3+12+30+35+37+38","18","2013-02-16T00:00:00+08:00"
"13/017","14/02/2013","11+16+24+27+36+48","47","2013-02-14T00:00:00+08:00"
"13/016","09/02/2013","4+8+10+35+46+47","32","2013-02-09T00:00:00+08:00"
"13/015","07/02/2013","3+8+12+18+22+33","37","2013-02-07T00:00:00+08:00"
"13/014","05/02/2013","5+19+31+32+34+45","13","2013-02-05T00:00:00+08:00"
"13/013","03/02/2013","2+17+23+39+47+48","22","2013-02-03T00:00:00+08:00"
"13/012","31/01/2013","16+22+27+35+38+46","32","2013-01-31T00:00:00+08:00"
"13/011","29/01/2013","8+20+26+36+44+47","28","2013-01-29T00:00:00+08:00"
"13/010","26/01/2013","2+29+41+42+45+48","5","2013-01-26T00:00:00+08:00"
"13/009","24/01/2013","1+2+3+9+20+49","24","2013-01-24T00:00:00+08:00"
"13/008","22/01/2013","2+4+20+22+30+37","1","2013-01-22T00:00:00+08:00"
"13/007","19/01/2013","3+12+19+21+31+48","26","2013-01-19T00:00:00+08:00"
"13/006","17/01/2013","2+8+14+25+43+44","11","2013-01-17T00:00:00+08:00"
"13/005","15/01/2013","3+4+7+24+27+31","13","2013-01-15T00:00:00+08:00"
"13/004","13/01/2013","3+6+19+21+31+49","7","2013-01-13T00:00:00+08:00"
"13/003","10/01/2013","2+9+24+34+41+45","48","2013-01-10T00:00:00+08:00"
"13/002","08/01/2013","14+19+20+21+29+49","7","2013-01-08T00:00:00+08:00"
"13/001","03/01/2013","17+25+32+33+46+48","39","2013-01-03T00:00:00+08:00"
"12/152","31/12/2012","5+6+25+30+32+48","45","2012-12-31T00:00:00+08:00"
"12/151","29/12/2012","1+6+9+11+33+39","40","2012-12-29T00:00:00+08:00"
"12/150","27/12/2012","4+7+29+39+44+47","23","2012-12-27T00:00:00+08:00"
"12/149","25/12/2012","12+18+23+24+46+49","14","2012-12-25T00:00:00+08:00"
"12/148","23/12/2012","9+27+28+32+34+43","2","2012-12-23T00:00:00+08:00"
"12/147","20/12/2012","4+12+25+34+36+40","49","2012-12-20T00:00:00+08:00"
"12/146","18/12/2012","8+14+21+41+45+48","34","2012-12-18T00:00:00+08:00"
"12/145","15/12/2012","18+21+28+33+41+47","48","2012-12-15T00:00:00+08:00"
"12/144","13/12/2012","6+9+29+31+42+47","14","2012-12-13T00:00:00+08:00"
"12/143","11/12/2012","2+15+28+41+42+49","24","2012-12-11T00:00:00+08:00"
"12/142","08/12/2012","15+22+30+33+34+47","38","2012-12-08T00:00:00+08:00"
"12/141","06/12/2012","1+6+38+41+43+45","48","2012-12-06T00:00:00+08:00"
"12/140","04/12/2012","7+10+11+18+37+47","4","2012-12-04T00:00:00+08:00"
"12/139","01/12/2012","10+16+17+27+36+38","47","2012-12-01T00:00:00+08:00"
"12/138","29/11/2012","13+17+26+28+32+34","6","2012-11-29T00:00:00+08:00"
"12/137","27/11/2012","8+20+21+24+34+47","10","2012-11-27T00:00:00+08:00"
"12/136","24/11/2012","2+3+4+15+23+40","13","2012-11-24T00:00:00+08:00"
"12/135","22/11/2012","9+22+26+30+44+49","31","2012-11-22T00:00:00+08:00"
"12/134","20/11/2012","2+11+20+37+45+47","13","2012-11-20T00:00:00+08:00"
"12/133","17/11/2012","7+12+24+39+43+48","30","2012-11-17T00:00:00+08:00"
"12/132","15/11/2012","18+20+36+41+46+48","21","2012-11-15T00:00:00+08:00"
"12/131","13/11/2012","3+5+25+26+29+30","31","2012-11-13T00:00:00+08:00"
"12/130","11/11/2012","9+26+28+35+45+47","25","2012-11-11T00:00:00+08:00"
"12/129","08/11/2012","15+26+31+37+44+47","43","2012-11-08T00:00:00+08:00"
"12/128","06/11/2012","1+6+8+28+37+39","42","2012-11-06T00:00:00+08:00"
"12/127","03/11/2012","1+12+33+36+46+48","41","2012-11-03T00:00:00+08:00"
"12/126","01/11/2012","15+18+24+28+34+42","2","2012-11-01T00:00:00+08:00"
"12/125","30/10/2012","1+20+28+30+34+40","19","2012-10-30T00:00:00+08:00"
"12/124","27/10/2012","26+28+30+34+36+39","1","2012-10-27T00:00:00+08:00"
"12/123","25/10/2012","8+17+23+40+41+43","28","2012-10-25T00:00:00+08:00"
"12/122","23/10/2012","11+28+29+41+45+47","21","2012-10-23T00:00:00+08:00"
"12/121","20/10/2012","4+19+31+34+37+44","6","2012-10-20T00:00:00+08:00"
"12/120","18/10/2012","4+6+10+14+16+29","26","2012-10-18T00:00:00+08:00"
"12/119","16/10/2012","9+17+27+35+39+44","40","2012-10-16T00:00:00+08:00"
"12/118","13/10/2012","5+6+11+26+33+41","4","2012-10-13T00:00:00+08:00"
"12/117","11/10/2012","1+3+11+18+40+46","35","2012-10-11T00:00:00+08:00"
"12/116","09/10/2012","15+17+21+22+27+36","16","2012-10-09T00:00:00+08:00"
"12/115","07/10/2012","1+10+12+13+29+47","9","2012-10-07T00:00:00+08:00"
"12/114","02/10/2012","12+24+25+33+37+44","13","2012-10-02T00:00:00+08:00"
"12/113","29/09/2012","2+8+16+17+20+26","32","2012-09-29T00:00:00+08:00"
"12/112","27/09/2012","1+3+10+15+17+40","28","2012-09-27T00:00:00+08:00"
"12/111","25/09/2012","1+4+17+20+28+32","47","2012-09-25T00:00:00+08:00"
"12/110","22/09/2012","2+13+33+35+38+49","40","2012-09-22T00:00:00+08:00"
"12/109","18/09/2012","15+26+27+38+42+43","39","2012-09-18T00:00:00+08:00"
"12/108","15/09/2012","6+7+18+21+27+48","42","2012-09-15T00:00:00+08:00"
"12/107","13/09/2012","16+20+22+31+42+48","43","2012-09-13T00:00:00+08:00"
"12/106","11/09/2012","4+11+25+27+39+41","43","2012-09-11T00:00:00+08:00"
"12/105","09/09/2012","4+7+12+15+27+34","37","2012-09-09T00:00:00+08:00"
"12/104","06/09/2012","6+13+33+38+41+43","29","2012-09-06T00:00:00+08:00"
"12/103","04/09/2012","20+24+34+36+43+45","3","2012-09-04T00:00:00+08:00"
"12/102","01/09/2012","9+12+15+19+21+47","38","2012-09-01T00:00:00+08:00"
"12/101","30/08/2012","7+11+15+21+26+34","38","2012-08-30T00:00:00+08:00"
"12/100","28/08/2012","7+17+24+29+47+49","45","2012-08-28T00:00:00+08:00"
"12/099","25/08/2012","3+7+21+22+38+47","27","2012-08-25T00:00:00+08:00"
"12/098","23/08/2012","13+15+25+28+45+47","5","2012-08-23T00:00:00+08:00"
"12/097","21/08/2012","1+7+12+17+36+38","48","2012-08-21T00:00:00+08:00"
"12/096","18/08/2012","7+10+22+32+34+48","45","2012-08-18T00:00:00+08:00"
"12/095","16/08/2012","5+6+13+19+23+34","8","2012-08-16T00:00:00+08:00"
"12/094","14/08/2012","2+13+16+34+37+47","28","2012-08-14T00:00:00+08:00"
"12/093","11/08/2012","5+11+12+31+41+42","16","2012-08-11T00:00:00+08:00"
"12/092","09/08/2012","10+13+20+22+42+46","48","2012-08-09T00:00:00+08:00"
"12/091","07/08/2012","2+9+13+40+44+46","10","2012-08-07T00:00:00+08:00"
"12/090","04/08/2012","8+15+20+41+42+49","12","2012-08-04T00:00:00+08:00"
"12/089","02/08/2012","9+11+12+22+28+49","7","2012-08-02T00:00:00+08:00"
"12/088","31/07/2012","2+10+16+23+35+47","1","2012-07-31T00:00:00+08:00"
"12/087","28/07/2012","18+25+38+40+44+45","5","2012-07-28T00:00:00+08:00"
"12/086","26/07/2012","9+11+13+22+24+44","32","2012-07-26T00:00:00+08:00"
"12/085","24/07/2012","10+11+15+22+23+45","31","2012-07-24T00:00:00+08:00"
"12/084","21/07/2012","7+19+23+30+34+45","13","2012-07-21T00:00:00+08:00"
"12/083","19/07/2012","9+20+30+34+35+46","29","2012-07-19T00:00:00+08:00"
"12/082","17/07/2012","8+11+17+24+30+49","3","2012-07-17T00:00:00+08:00"
"12/081","14/07/2012","2+6+16+24+41+46","27","2012-07-14T00:00:00+08:00"
"12/080","12/07/2012","2+13+33+39+40+44","43","2012-07-12T00:00:00+08:00"
"12/079","10/07/2012","4+7+13+28+36+49","3","2012-07-10T00:00:00+08:00"
"12/078","07/07/2012","1+4+5+22+44+46","37","2012-07-07T00:00:00+08:00"
"12/077","05/07/2012","2+3+11+24+26+27","44","2012-07-05T00:00:00+08:00"
"12/076","03/07/2012","6+10+12+14+31+38","20","2012-07-03T00:00:00+08:00"
"12/075","30/06/2012","10+13+28+32+37+41","1","2012-06-30T00:00:00+08:00"
"12/074","28/06/2012","3+6+14+19+27+36","24","2012-06-28T00:00:00+08:00"
"12/073","26/06/2012","6+19+26+28+37+49","47","2012-06-26T00:00:00+08:00"
"12/072","23/06/2012","9+14+17+34+40+48","39","2012-06-23T00:00:00+08:00"
"12/071","21/06/2012","2+5+8+13+17+35","28","2012-06-21T00:00:00+08:00"
"12/070","19/06/2012","10+13+26+40+42+48","24","2012-06-19T00:00:00+08:00"
"12/069","16/06/2012","2+4+6+7+13+29","9","2012-06-16T00:00:00+08:00"
"12/068","12/06/2012","7+14+16+25+30+36","32","2012-06-12T00:00:00+08:00"
"12/067","10/06/2012","8+15+18+37+39+44","6","2012-06-10T00:00:00+08:00"
"12/066","07/06/2012","4+17+20+29+39+48","9","2012-06-07T00:00:00+08:00"
"12/065","05/06/2012","10+21+26+34+35+43","37","2012-06-05T00:00:00+08:00"
"12/064","02/06/2012","9+14+19+20+43+47","37","2012-06-02T00:00:00+08:00"
"12/063","31/05/2012","4+9+24+31+39+47","38","2012-05-31T00:00:00+08:00"
"12/062","29/05/2012","8+18+20+22+31+37","46","2012-05-29T00:00:00+08:00"
"12/061","26/05/2012","9+10+20+22+38+49","7","2012-05-26T00:00:00+08:00"
"12/060","24/05/2012","2+5+8+29+40+47","34","2012-05-24T00:00:00+08:00"
"12/059","22/05/2012","1+8+22+26+32+37","41","2012-05-22T00:00:00+08:00"
"12/058","20/05/2012","3+17+23+26+41+47","33","2012-05-20T00:00:00+08:00"
"12/057","17/05/2012","1+10+15+21+27+37","40","2012-05-17T00:00:00+08:00"
"12/056","15/05/2012","5+14+16+22+23+33","32","2012-05-15T00:00:00+08:00"
"12/055","13/05/2012","16+21+30+34+39+45","4","2012-05-13T00:00:00+08:00"
"12/054","10/05/2012","13+17+23+32+34+46","41","2012-05-10T00:00:00+08:00"
"12/053","08/05/2012","4+9+10+17+33+34","35","2012-05-08T00:00:00+08:00"
"12/052","05/05/2012","4+11+17+29+39+49","8","2012-05-05T00:00:00+08:00"
"12/051","03/05/2012","2+20+28+46+47+49","3","2012-05-03T00:00:00+08:00"
